"tick","run","random_seed","year","cover sp1","cover sp2","cover sp3","cover sp4","cover sp5","cover sp6","cover sp7","cover sp8","cover sp9","cover sp10","cover sp11","cover sp12","cover MA","cover Turf","cover CCA","cover AMA","cover ACA","cover Halimeda","cover sand","community number"
1.0,1,1793196775,0.0,3.3155555555555556,2.128888888888889,7.249999999999999,2.3944444444444444,2.0155555555555553,0.758888888888889,0.4677777777777778,3.2411111111111115,0.0,0.0,0.0,0.0,0.3522222222222222,47.062222222222225,11.821111111111112,6.401111111111112,0.721111111111111,0.0,2.491111111111111,1.0
5.0,1,1793196775,0.25,3.3099999999999996,2.1044444444444443,7.2844444444444445,2.4,0.43222222222222223,0.47888888888888886,0.5177777777777778,3.288888888888889,0.0,0.0,0.0,0.0,0.42,42.61888888888889,10.311111111111112,7.027777777777777,0.5777777777777777,0.0,18.46888888888889,1.0
9.0,1,1793196775,0.5,3.8666666666666667,2.0844444444444443,7.612222222222222,2.3533333333333335,0.45222222222222225,1.0611111111111111,0.9766666666666667,3.2966666666666664,0.0,0.0,0.0,0.0,2.7911111111111113,35.04888888888889,10.404444444444444,8.614444444444445,2.9744444444444444,0.0,1.66,1.0
13.0,1,1793196775,0.75,3.535555555555556,1.648888888888889,5.236666666666666,2.145555555555555,0.6222222222222222,1.4877777777777779,1.572222222222222,3.301111111111111,0.0,0.0,0.0,0.0,3.5633333333333335,42.52666666666667,7.188888888888889,9.268888888888888,2.6655555555555552,0.0,1.6733333333333333,1.0
17.0,1,1793196775,1.0,2.371111111111111,0.98,4.687777777777778,0.7944444444444445,0.5411111111111111,1.1188888888888888,1.7722222222222221,3.1311111111111107,0.0,0.0,0.0,0.0,4.003333333333333,44.294444444444444,4.872222222222222,10.232222222222221,2.722222222222222,0.0,2.147777777777778,1.0
21.0,1,1793196775,1.25,2.3555555555555556,0.8722222222222221,4.551111111111111,0.6377777777777778,0.4988888888888889,1.1855555555555555,2.1011111111111114,2.86,0.0,0.0,0.0,0.0,4.687777777777778,45.513333333333335,3.15,11.492222222222221,2.638888888888889,0.0,2.1333333333333333,1.0
25.0,1,1793196775,1.5,2.4299999999999997,0.7577777777777778,3.9477777777777776,1.2688888888888887,0.6144444444444445,1.2444444444444445,2.2422222222222223,2.5755555555555554,0.0,0.0,0.0,0.0,5.0777777777777775,46.08222222222223,1.8966666666666667,12.693333333333335,2.34,0.0,2.601111111111111,1.0
29.0,1,1793196775,1.75,1.8888888888888888,0.37333333333333335,2.7933333333333334,0.6677777777777778,0.41111111111111115,0.9011111111111111,1.828888888888889,2.048888888888889,0.0,0.02,0.0,0.0,5.7155555555555555,48.57222222222222,1.24,14.318888888888889,2.158888888888889,0.0,2.6066666666666665,1.0
33.0,1,1793196775,2.0,1.4377777777777778,0.13999999999999999,0.7633333333333333,0.3955555555555556,0.34555555555555556,0.6111111111111112,1.4311111111111112,1.73,0.0,0.027777777777777776,0.0,0.0,5.852222222222222,48.51555555555556,0.9066666666666667,14.994444444444444,2.0277777777777777,0.0,1.7988888888888888,1.0
37.0,1,1793196775,2.25,1.3911111111111112,0.1277777777777778,0.89,0.5888888888888889,0.8744444444444446,1.721111111111111,2.581111111111111,1.868888888888889,0.0,0.10777777777777778,0.0,0.0,1.8877777777777778,10.275555555555556,0.7855555555555555,7.7988888888888885,0.7066666666666667,0.0,1.8166666666666669,1.0
41.0,1,1793196775,2.5,2.0655555555555556,0.1511111111111111,1.6733333333333333,0.62,1.448888888888889,3.9800000000000004,3.7622222222222224,2.08,0.0,0.23888888888888887,0.0,0.0,1.448888888888889,7.4399999999999995,0.8444444444444443,6.608888888888889,0.4288888888888889,0.0,1.212222222222222,1.0
43.0,1,1793196775,2.7,0.6766666666666666,0.1,0.45333333333333337,0.5688888888888889,0.3711111111111111,1.4244444444444444,1.4466666666666665,1.768888888888889,0.0,0.0,0.0044444444444444444,0.0,1.108888888888889,5.464444444444445,0.8222222222222223,5.8244444444444445,0.36333333333333334,0.0,1.212222222222222,1.0
